1,14.55
2,16.629999
3,15.83
4,16.66
5,16.440001
6,16
7,14.63
8,14.64
9,16.030001
10,16.57
11,17.389999
12,17.57
13,18.85
14,18.08
15,19.18
16,19.65
17,20.379999
18,18.82
19,18.139999
20,15.99
21,18.66
22,20.110001
23,19.18
24,20.77
25,22.66
26,22.549999
27,23.049999
28,24.08
29,22.950001
30,22.360001
31,21.860001
32,21.719999
33,21.360001
34,22.18
35,20.83
36,22.5
37,22.6
38,20.57
39,20.870001
40,21.09
41,21.049999
42,20.719999
43,20.84
44,20.200001
45,20.370001
46,20.68
47,19.24
48,19.33
49,19.040001
50,19.379999
51,19.49
52,19.73
53,20.18
54,20.18
55,20.299999
56,20.9
57,20.219999
58,20.17
59,19.17
60,20.049999
61,20.82
62,21.110001
63,21.299999
64,20.91
65,20.08
66,19.91
67,19.049999
68,18.950001
69,18.290001
70,18.870001
71,20.08
72,19.92
73,19.809999
74,19.83
75,19.91
76,18.790001
77,17.73
78,17.110001
79,17.48
80,17.68
81,19.16
82,21.75
83,21.969999
84,21.940001
85,21.51
86,20.15
87,20.9
88,20.41
89,18.299999
90,18.35
91,17.639999
92,17.620001
93,17.190001
94,17.33
95,15.58
96,15.77
97,15.49
98,16.73
99,16.040001
100,14.77
101,13.76
102,13.28
103,12.83
104,12.88
105,12.78
106,11.75
107,12.21
108,12.21
109,10.92
110,10.97
111,11.21
112,9.45
113,10.63
114,10.81
115,9.98
116,9.69
117,9.67
118,9.71
119,9.49
120,9.94
121,11.68
122,10.98
123,10.56
124,9.25
125,10.34
126,11.56