1,241.456665
2,253.869995
3,236.603333
4,236.473328
5,221.300003
6,224.96666
7,209.386673
8,219.600006
9,235.910004
10,253.210007
11,252.753326
12,246.789993
13,258.333344
14,234.516663
15,238.279999
16,238.886673
17,241.866669
18,239.706665
19,232.229996
20,215.736664
21,220.889999
22,233
23,213.100006
24,216.759995
25,237.036667
26,236.08667
27,235.070007
28,245.706665
29,244.919998
30,232.66333
31,228.490005
32,224.473328
33,227.263336
34,233.066666
35,231.733337
36,244.543335
37,250.763336
38,234.343338
39,233.070007
40,237.039993
41,238.313339
42,240.066666
43,240.546661
44,245.529999
45,247.5
46,271.706665
47,272.243347
48,268.433319
49,258.859985
50,274.820007
51,280.899994
52,297.149994
53,297.276672
54,300.58667
55,307.396667
56,308.633331
57,288.170013
58,290.42334
59,283.333344
60,294.356659
61,286.630005
62,300.029999
63,309.320007
64,306.563324
65,303.996674
66,302.869995
67,296.666656
68,289.91333
69,296.453339
70,297.09668
71,296.070007
72,288.089996
73,284.820007
74,277.700012
75,275.609985
76,277.160004
77,270.209991
78,274.420013
79,283.700012
80,289.26001
81,299.679993
82,304.420013
83,292.130005
84,302.609985
85,303.75
86,303.350006
87,309.070007
88,308.730011
89,300.799988
90,288.589996
91,275.329987
92,276.01001
93,282.940002
94,287.809998
95,268.209991
96,265.25
97,242.399994
98,249.440002
99,240.809998
100,238.130005
101,223.070007
102,222.960007
103,216.5
104,217.240005
105,221.720001
106,204.990005
107,219.350006
108,220.190002
109,222.039993
110,207.279999
111,214.440002
112,211.25
113,222.419998
114,224.639999
115,225.089996
116,228.520004
117,227.539993
118,227.820007
119,214.979996
120,215.309998
121,207.470001
122,197.080002
123,191.300003
124,177.589996
125,190.720001
126,195.970001